,KE0 0,KE0 1,KE0 10,KE0 11,KE0 12,KE0 2,KE0 3,KE0 4,KE0 5,KE0 6,KE0 7,KE0 8,KE0 9,KE1 0,KE2 0
10,-124.78226548988614,-43.600496164057745,-21.725272031139887,40.0588900512997,-24.07701959705484,161.24469321013353,-65.1909095955003,94.33839818163207,7.812840699500245,-5.474600866879344,112.71490819106614,-86.40468175109183,-44.91448478713504,9.697487257653847e-10,4.768750727635052e-09
11,-121.229850524867,-38.129494539992635,-19.96700425608724,6.165148727381149,-22.19632447949601,168.08582939856848,-60.318905749337105,35.93693645501697,17.034799069770212,-1.423501947785494,162.9333882921744,-84.57861393745802,-42.31240645449339,1.1835936675197445e-09,4.748706317059259e-09
12,-123.67635428851587,-42.83896517305496,-23.06375894996584,52.895744215533774,-24.62101627535349,141.0107313647385,-66.24650891582627,114.35358946519139,-0.9772876325601394,-4.731317445504881,111.75139402399779,-87.85106761226685,-46.005182730475155,1.147327566286549e-09,3.994604647061806e-09
13,-123.25746049983593,-36.006373007136744,-27.275588461307223,75.72370632155042,-29.868752827086897,52.99986616223099,-77.77841477231433,350.06606860872665,-28.71246731358384,-13.254231502589649,8.839571327458392,-97.0246283206245,-54.45129568717914,2.032038537436165e-09,2.4406929810538713e-09
14,-122.54408375350019,-47.28124189565025,-24.487558610279518,65.74135018637347,-26.815951468669926,126.16066877137756,-70.01993843664438,262.7913379915709,-19.15503148732134,-12.615029815761762,2.222769035055582,-84.66880461626319,-49.32848588275202,6.399432095349766e-10,1.62296487360436e-09
15,-100.26787594748849,-39.60329488570197,-19.996954690376967,26.200575339771007,-21.924108874400577,242.33387294195984,-57.13884308968696,92.44996896926476,-6.79407212595798,-9.746672697815615,0.24718841884006618,-65.47730366950593,-40.282479670117716,3.474269760772586e-10,1.5717454004970932e-09
16,-97.75127062758372,-38.41239067853876,-19.505292109643285,9.285794383903518,-21.385063933589066,262.32900523209685,-55.72753354915241,79.01170796034087,-8.512099623278425,-9.078690654038256,2.4242982080588242,-63.386401507123566,-39.292063082307564,3.0541968953912146e-10,1.611478950280798e-09
17,-116.14559094963835,-46.438209370588964,-22.93850757113687,66.46429812301817,-25.24192382365688,166.14946701390713,-65.82051734841475,178.64745557921256,-17.24612011175896,-11.271441110320803,18.2894043020014,-79.04776840403936,-45.400546303081356,2.425508682790678e-10,2.372731344735257e-09
18,-124.76236494894962,-39.07832155725358,-21.874581110263005,14.564105016117272,-24.356588191393996,196.86188184530556,-65.83210819077523,46.36740993750716,12.220282273664242,-3.8847550046832984,140.51009152115589,-86.3631404287069,-44.37191110111013,3.3609239835641347e-09,6.401236873898597e-09
19,-122.52506945773261,-35.44277520125698,-20.550741490568747,22.41815653291525,-22.225082404611918,156.85261542269095,-61.65281316929493,-12.44544947869845,27.591044729755016,0.10036601348453984,192.5152601335807,-84.07895104829176,-40.556560515516345,3.65537289326312e-09,6.355961090775963e-09
