,39+3
474,-40.57301786253636
475,-49.27533891723635
476,-19.391035462914495
477,15.66386468581744
478,-10.206191379032704
479,-30.682714033547985
480,-17.181708467454907
481,3.402710872891763
482,-40.637621530692726
483,-50.935702752313446
484,-22.003822285737826
485,20.87345848933714
486,1.3514042669836033
487,-8.118547810991084
488,-13.25364655472977
489,-12.282926621108054
490,-64.49633303391369
491,-57.91189612069556
492,-23.649427495767203
493,23.636771787790433
494,12.850268975595169
495,3.9206151846445754
496,-7.7622878379587235
497,-4.320920743708402
498,-66.5556857449879
499,-52.79850727554256
500,-11.74935596317431
501,30.17459082323689
502,15.276111864325635
503,-10.444485751195735
504,-17.35195544842134
505,1.2652444667777083
506,-37.74084563750285
507,-35.56020023378879
508,-3.7810319739591622
509,38.44322796284495
510,9.792934288052583
511,-4.4671494463775945
512,-25.96314506411329
513,-10.770657388138783
514,-50.75360369485791
515,-42.64770835200654
516,-5.900407306350586
517,41.716339239592756
518,28.247348483011837
519,18.767579182936036
520,11.519150353609131
521,11.169959465327675
522,-36.97454108985507
523,-34.8676665974592
524,-3.910715894524674
525,37.42985278184262
526,16.75188022188343
527,-16.65673774537167
528,-24.26623188116727
529,-5.812819654283578
530,-39.89055340127155
531,-51.49140342097419
532,-27.65293526892419
533,28.741499586189278
534,34.81418792136023
535,22.30899117523005
536,9.240989431621536
537,6.627229944434892
538,-55.476987655798965
539,-48.56086992690104
540,-20.530069216832775
541,17.651574761767396
542,1.4183966914833794
543,-12.97819517257192
544,-12.515331103382373
545,-5.014643009571672
546,-51.04280309441276
547,-42.12823137991126
548,-6.854288562611796
549,38.50742293707916
550,21.996652285183263
551,3.5486529254136907
552,-22.51419275496478
553,-18.008910220605
554,-67.88977585665299
555,-47.80115786048188
556,-9.774587982342904
557,34.81473948720784
558,25.38447793347313
559,7.089230256687998
560,-6.786464287653227
561,-6.571092246214317
562,-50.738821833654754
563,-49.54658820710676
564,-25.855110714635067
565,13.616043593720294
566,5.3142789875548715
567,-14.29733462709678
568,-22.037967475572746
569,-9.18126724790455
570,-48.325483714285106
571,-56.57037515242935
572,-36.514409678047016
573,10.411460722829272
574,25.329877793993294
575,28.42447186282375
576,18.775741947986425
577,20.521208535544574
578,-32.79814605986454
579,-49.37263754736815
580,-24.46113449025006
581,23.80944919031259
582,-2.051449715236787
583,-2.0841803803971444
584,15.933806277275895
585,18.91665152180882
586,-24.122431470847854
587,-43.475978406537216
588,-19.857189342522904
589,25.13530304330427
590,12.241951739230721
591,-3.532632413806555
592,-12.243179868744242
593,-4.076958047994893
594,-58.57488066954528
595,-69.95987651732173
596,-47.06341883794898
597,8.203121421547918
598,12.081230432661567
599,-9.920197021156552
600,-15.566895115236642
601,-12.727875654827713
602,-64.2489128307851
603,-67.42248497061907
604,-28.76886264886407
605,26.606316202816146
606,25.929270327930148
607,17.563427264655225
608,18.225766313787446
609,30.221360023003513
610,-12.666798672442631
611,-21.866095780180647
612,3.684758054586675
613,53.869597201517905
614,45.75633362943908
615,32.676334769277915
616,38.1273419409247
617,49.41201096730774
618,30.472851913019102
619,-2.7205929532396502
620,14.793417761872792
621,66.65513460087563
622,59.43658805610877
623,45.099579703367546
